IncidentType_ID,Type_Name,Category,Severity_Level,Detection_Method
19529,Misconfiguration,Internal,Medium,Audit
19530,Zero-Day Exploit,External,Critical,Threat Intel
19531,Phishing,External,Medium,SIEM
19532,Malware,External,High,IDS
19533,Ransomware,External,Critical,SIEM
19534,DDoS,External,High,Network Monitoring
19535,SQL Injection,External,High,WAF
19536,Insider Threat,Internal,High,Manual Report
19537,Credential Stuffing,External,Medium,Auth Logs
19538,Misconfiguration,Internal,Medium,Audit
19539,Zero-Day Exploit,External,Critical,Threat Intel
19540,Phishing,External,Medium,SIEM
19541,Malware,External,High,IDS
19542,Ransomware,External,Critical,SIEM
19543,DDoS,External,High,Network Monitoring
19544,SQL Injection,External,High,WAF
19545,Insider Threat,Internal,High,Manual Report
19546,Credential Stuffing,External,Medium,Auth Logs
19547,Misconfiguration,Internal,Medium,Audit
19548,Zero-Day Exploit,External,Critical,Threat Intel
19549,Phishing,External,Medium,SIEM
19550,Malware,External,High,IDS
19551,Ransomware,External,Critical,SIEM
19552,DDoS,External,High,Network Monitoring
19553,SQL Injection,External,High,WAF
19554,Insider Threat,Internal,High,Manual Report
19555,Credential Stuffing,External,Medium,Auth Logs
19556,Misconfiguration,Internal,Medium,Audit
19557,Zero-Day Exploit,External,Critical,Threat Intel
19558,Phishing,External,Medium,SIEM
19559,Malware,External,High,IDS
19560,Ransomware,External,Critical,SIEM
19561,DDoS,External,High,Network Monitoring
19562,SQL Injection,External,High,WAF
19563,Insider Threat,Internal,High,Manual Report
19564,Credential Stuffing,External,Medium,Auth Logs
19565,Misconfiguration,Internal,Medium,Audit
19566,Zero-Day Exploit,External,Critical,Threat Intel
19567,Phishing,External,Medium,SIEM
19568,Malware,External,High,IDS
19569,Ransomware,External,Critical,SIEM
19570,DDoS,External,High,Network Monitoring
19571,SQL Injection,External,High,WAF
19572,Insider Threat,Internal,High,Manual Report
19573,Credential Stuffing,External,Medium,Auth Logs
19574,Misconfiguration,Internal,Medium,Audit
19575,Zero-Day Exploit,External,Critical,Threat Intel
19576,Phishing,External,Medium,SIEM
19577,Malware,External,High,IDS
19578,Ransomware,External,Critical,SIEM
19579,DDoS,External,High,Network Monitoring
19580,SQL Injection,External,High,WAF
19581,Insider Threat,Internal,High,Manual Report
19582,Credential Stuffing,External,Medium,Auth Logs
19583,Misconfiguration,Internal,Medium,Audit
19584,Zero-Day Exploit,External,Critical,Threat Intel
19585,Phishing,External,Medium,SIEM
19586,Malware,External,High,IDS
19587,Ransomware,External,Critical,SIEM
19588,DDoS,External,High,Network Monitoring
19589,SQL Injection,External,High,WAF
19590,Insider Threat,Internal,High,Manual Report
19591,Credential Stuffing,External,Medium,Auth Logs
19592,Misconfiguration,Internal,Medium,Audit
19593,Zero-Day Exploit,External,Critical,Threat Intel
19594,Phishing,External,Medium,SIEM
19595,Malware,External,High,IDS
19596,Ransomware,External,Critical,SIEM
19597,DDoS,External,High,Network Monitoring
19598,SQL Injection,External,High,WAF
19599,Insider Threat,Internal,High,Manual Report
19600,Credential Stuffing,External,Medium,Auth Logs
19601,Misconfiguration,Internal,Medium,Audit
19602,Zero-Day Exploit,External,Critical,Threat Intel
19603,Phishing,External,Medium,SIEM
19604,Malware,External,High,IDS
19605,Ransomware,External,Critical,SIEM
19606,DDoS,External,High,Network Monitoring
19607,SQL Injection,External,High,WAF
19608,Insider Threat,Internal,High,Manual Report
19609,Credential Stuffing,External,Medium,Auth Logs
19610,Misconfiguration,Internal,Medium,Audit
19611,Zero-Day Exploit,External,Critical,Threat Intel
19612,Phishing,External,Medium,SIEM
19613,Malware,External,High,IDS
19614,Ransomware,External,Critical,SIEM
19615,DDoS,External,High,Network Monitoring
19616,SQL Injection,External,High,WAF
19617,Insider Threat,Internal,High,Manual Report
19618,Credential Stuffing,External,Medium,Auth Logs
19619,Misconfiguration,Internal,Medium,Audit
19620,Zero-Day Exploit,External,Critical,Threat Intel
19621,Phishing,External,Medium,SIEM
19622,Malware,External,High,IDS
19623,Ransomware,External,Critical,SIEM
19624,DDoS,External,High,Network Monitoring
19625,SQL Injection,External,High,WAF
19626,Insider Threat,Internal,High,Manual Report
19627,Credential Stuffing,External,Medium,Auth Logs
19628,Misconfiguration,Internal,Medium,Audit
19629,Zero-Day Exploit,External,Critical,Threat Intel
19630,Phishing,External,Medium,SIEM
19631,Malware,External,High,IDS
19632,Ransomware,External,Critical,SIEM
19633,DDoS,External,High,Network Monitoring
19634,SQL Injection,External,High,WAF
19635,Insider Threat,Internal,High,Manual Report
19636,Credential Stuffing,External,Medium,Auth Logs
19637,Misconfiguration,Internal,Medium,Audit
19638,Zero-Day Exploit,External,Critical,Threat Intel
19639,Phishing,External,Medium,SIEM
19640,Malware,External,High,IDS
19641,Ransomware,External,Critical,SIEM
19642,DDoS,External,High,Network Monitoring
19643,SQL Injection,External,High,WAF
19644,Insider Threat,Internal,High,Manual Report
19645,Credential Stuffing,External,Medium,Auth Logs
19646,Misconfiguration,Internal,Medium,Audit
19647,Zero-Day Exploit,External,Critical,Threat Intel
19648,Phishing,External,Medium,SIEM
19649,Malware,External,High,IDS
19650,Ransomware,External,Critical,SIEM
19651,DDoS,External,High,Network Monitoring
19652,SQL Injection,External,High,WAF
19653,Insider Threat,Internal,High,Manual Report
19654,Credential Stuffing,External,Medium,Auth Logs
19655,Misconfiguration,Internal,Medium,Audit
19656,Zero-Day Exploit,External,Critical,Threat Intel
19657,Phishing,External,Medium,SIEM
19658,Malware,External,High,IDS
19659,Ransomware,External,Critical,SIEM
19660,DDoS,External,High,Network Monitoring
19661,SQL Injection,External,High,WAF
19662,Insider Threat,Internal,High,Manual Report
19663,Credential Stuffing,External,Medium,Auth Logs
19664,Misconfiguration,Internal,Medium,Audit
19665,Zero-Day Exploit,External,Critical,Threat Intel
19666,Phishing,External,Medium,SIEM
19667,Malware,External,High,IDS
19668,Ransomware,External,Critical,SIEM
19669,DDoS,External,High,Network Monitoring
19670,SQL Injection,External,High,WAF
19671,Insider Threat,Internal,High,Manual Report
19672,Credential Stuffing,External,Medium,Auth Logs
19673,Misconfiguration,Internal,Medium,Audit
19674,Zero-Day Exploit,External,Critical,Threat Intel
19675,Phishing,External,Medium,SIEM
19676,Malware,External,High,IDS
19677,Ransomware,External,Critical,SIEM
19678,DDoS,External,High,Network Monitoring
19679,SQL Injection,External,High,WAF
19680,Insider Threat,Internal,High,Manual Report
19681,Credential Stuffing,External,Medium,Auth Logs
19682,Misconfiguration,Internal,Medium,Audit
19683,Zero-Day Exploit,External,Critical,Threat Intel
19684,Phishing,External,Medium,SIEM
19685,Malware,External,High,IDS
19686,Ransomware,External,Critical,SIEM
19687,DDoS,External,High,Network Monitoring
19688,SQL Injection,External,High,WAF
19689,Insider Threat,Internal,High,Manual Report
19690,Credential Stuffing,External,Medium,Auth Logs
19691,Misconfiguration,Internal,Medium,Audit
19692,Zero-Day Exploit,External,Critical,Threat Intel
19693,Phishing,External,Medium,SIEM
19694,Malware,External,High,IDS
19695,Ransomware,External,Critical,SIEM
19696,DDoS,External,High,Network Monitoring
19697,SQL Injection,External,High,WAF
19698,Insider Threat,Internal,High,Manual Report
19699,Credential Stuffing,External,Medium,Auth Logs
19700,Misconfiguration,Internal,Medium,Audit
19701,Zero-Day Exploit,External,Critical,Threat Intel
19702,Phishing,External,Medium,SIEM
19703,Malware,External,High,IDS
19704,Ransomware,External,Critical,SIEM
19705,DDoS,External,High,Network Monitoring
19706,SQL Injection,External,High,WAF
19707,Insider Threat,Internal,High,Manual Report
19708,Credential Stuffing,External,Medium,Auth Logs
19709,Misconfiguration,Internal,Medium,Audit
19710,Zero-Day Exploit,External,Critical,Threat Intel
19711,Phishing,External,Medium,SIEM
19712,Malware,External,High,IDS
19713,Ransomware,External,Critical,SIEM
19714,DDoS,External,High,Network Monitoring
19715,SQL Injection,External,High,WAF
19716,Insider Threat,Internal,High,Manual Report
19717,Credential Stuffing,External,Medium,Auth Logs
19718,Misconfiguration,Internal,Medium,Audit
19719,Zero-Day Exploit,External,Critical,Threat Intel
19720,Phishing,External,Medium,SIEM
19721,Malware,External,High,IDS
19722,Ransomware,External,Critical,SIEM
19723,DDoS,External,High,Network Monitoring
19724,SQL Injection,External,High,WAF
19725,Insider Threat,Internal,High,Manual Report
19726,Credential Stuffing,External,Medium,Auth Logs
19727,Misconfiguration,Internal,Medium,Audit
19728,Zero-Day Exploit,External,Critical,Threat Intel
19729,Phishing,External,Medium,SIEM
19730,Malware,External,High,IDS
19731,Ransomware,External,Critical,SIEM
19732,DDoS,External,High,Network Monitoring
19733,SQL Injection,External,High,WAF
19734,Insider Threat,Internal,High,Manual Report
19735,Credential Stuffing,External,Medium,Auth Logs
19736,Misconfiguration,Internal,Medium,Audit
19737,Zero-Day Exploit,External,Critical,Threat Intel
19738,Phishing,External,Medium,SIEM
19739,Malware,External,High,IDS
19740,Ransomware,External,Critical,SIEM
19741,DDoS,External,High,Network Monitoring
19742,SQL Injection,External,High,WAF
19743,Insider Threat,Internal,High,Manual Report
19744,Credential Stuffing,External,Medium,Auth Logs
19745,Misconfiguration,Internal,Medium,Audit
19746,Zero-Day Exploit,External,Critical,Threat Intel
19747,Phishing,External,Medium,SIEM
19748,Malware,External,High,IDS
19749,Ransomware,External,Critical,SIEM
19750,DDoS,External,High,Network Monitoring
19751,SQL Injection,External,High,WAF
19752,Insider Threat,Internal,High,Manual Report
19753,Credential Stuffing,External,Medium,Auth Logs
19754,Misconfiguration,Internal,Medium,Audit
19755,Zero-Day Exploit,External,Critical,Threat Intel
19756,Phishing,External,Medium,SIEM
19757,Malware,External,High,IDS
19758,Ransomware,External,Critical,SIEM
19759,DDoS,External,High,Network Monitoring
19760,SQL Injection,External,High,WAF
19761,Insider Threat,Internal,High,Manual Report
19762,Credential Stuffing,External,Medium,Auth Logs
19763,Misconfiguration,Internal,Medium,Audit
19764,Zero-Day Exploit,External,Critical,Threat Intel
19765,Phishing,External,Medium,SIEM
19766,Malware,External,High,IDS
19767,Ransomware,External,Critical,SIEM
19768,DDoS,External,High,Network Monitoring
19769,SQL Injection,External,High,WAF
19770,Insider Threat,Internal,High,Manual Report
19771,Credential Stuffing,External,Medium,Auth Logs
19772,Misconfiguration,Internal,Medium,Audit
19773,Zero-Day Exploit,External,Critical,Threat Intel
19774,Phishing,External,Medium,SIEM
19775,Malware,External,High,IDS
19776,Ransomware,External,Critical,SIEM
19777,DDoS,External,High,Network Monitoring
19778,SQL Injection,External,High,WAF
19779,Insider Threat,Internal,High,Manual Report
19780,Credential Stuffing,External,Medium,Auth Logs
19781,Misconfiguration,Internal,Medium,Audit
19782,Zero-Day Exploit,External,Critical,Threat Intel
19783,Phishing,External,Medium,SIEM
19784,Malware,External,High,IDS
19785,Ransomware,External,Critical,SIEM
19786,DDoS,External,High,Network Monitoring
19787,SQL Injection,External,High,WAF
19788,Insider Threat,Internal,High,Manual Report
19789,Credential Stuffing,External,Medium,Auth Logs
19790,Misconfiguration,Internal,Medium,Audit
19791,Zero-Day Exploit,External,Critical,Threat Intel
19792,Phishing,External,Medium,SIEM
19793,Malware,External,High,IDS
19794,Ransomware,External,Critical,SIEM
19795,DDoS,External,High,Network Monitoring
19796,SQL Injection,External,High,WAF
19797,Insider Threat,Internal,High,Manual Report
19798,Credential Stuffing,External,Medium,Auth Logs
19799,Misconfiguration,Internal,Medium,Audit
19800,Zero-Day Exploit,External,Critical,Threat Intel
19801,Phishing,External,Medium,SIEM
19802,Malware,External,High,IDS
19803,Ransomware,External,Critical,SIEM
19804,DDoS,External,High,Network Monitoring
19805,SQL Injection,External,High,WAF
19806,Insider Threat,Internal,High,Manual Report
19807,Credential Stuffing,External,Medium,Auth Logs
19808,Misconfiguration,Internal,Medium,Audit
19809,Zero-Day Exploit,External,Critical,Threat Intel
19810,Phishing,External,Medium,SIEM
19811,Malware,External,High,IDS
19812,Ransomware,External,Critical,SIEM
19813,DDoS,External,High,Network Monitoring
19814,SQL Injection,External,High,WAF
19815,Insider Threat,Internal,High,Manual Report
19816,Credential Stuffing,External,Medium,Auth Logs
19817,Misconfiguration,Internal,Medium,Audit
19818,Zero-Day Exploit,External,Critical,Threat Intel
19819,Phishing,External,Medium,SIEM
19820,Malware,External,High,IDS
19821,Ransomware,External,Critical,SIEM
19822,DDoS,External,High,Network Monitoring
19823,SQL Injection,External,High,WAF
19824,Insider Threat,Internal,High,Manual Report
19825,Credential Stuffing,External,Medium,Auth Logs
19826,Misconfiguration,Internal,Medium,Audit
19827,Zero-Day Exploit,External,Critical,Threat Intel
19828,Phishing,External,Medium,SIEM
19829,Malware,External,High,IDS
19830,Ransomware,External,Critical,SIEM
19831,DDoS,External,High,Network Monitoring
19832,SQL Injection,External,High,WAF
19833,Insider Threat,Internal,High,Manual Report
19834,Credential Stuffing,External,Medium,Auth Logs
19835,Misconfiguration,Internal,Medium,Audit
19836,Zero-Day Exploit,External,Critical,Threat Intel
19837,Phishing,External,Medium,SIEM
19838,Malware,External,High,IDS
19839,Ransomware,External,Critical,SIEM
19840,DDoS,External,High,Network Monitoring
19841,SQL Injection,External,High,WAF
19842,Insider Threat,Internal,High,Manual Report
19843,Credential Stuffing,External,Medium,Auth Logs
19844,Misconfiguration,Internal,Medium,Audit
19845,Zero-Day Exploit,External,Critical,Threat Intel
19846,Phishing,External,Medium,SIEM
19847,Malware,External,High,IDS
19848,Ransomware,External,Critical,SIEM
19849,DDoS,External,High,Network Monitoring
19850,SQL Injection,External,High,WAF
19851,Insider Threat,Internal,High,Manual Report
19852,Credential Stuffing,External,Medium,Auth Logs
19853,Misconfiguration,Internal,Medium,Audit
19854,Zero-Day Exploit,External,Critical,Threat Intel
19855,Phishing,External,Medium,SIEM
19856,Malware,External,High,IDS
19857,Ransomware,External,Critical,SIEM
19858,DDoS,External,High,Network Monitoring
19859,SQL Injection,External,High,WAF
19860,Insider Threat,Internal,High,Manual Report
19861,Credential Stuffing,External,Medium,Auth Logs
19862,Misconfiguration,Internal,Medium,Audit
19863,Zero-Day Exploit,External,Critical,Threat Intel
19864,Phishing,External,Medium,SIEM
19865,Malware,External,High,IDS
19866,Ransomware,External,Critical,SIEM
19867,DDoS,External,High,Network Monitoring
19868,SQL Injection,External,High,WAF
19869,Insider Threat,Internal,High,Manual Report
19870,Credential Stuffing,External,Medium,Auth Logs
19871,Misconfiguration,Internal,Medium,Audit
19872,Zero-Day Exploit,External,Critical,Threat Intel
19873,Phishing,External,Medium,SIEM
19874,Malware,External,High,IDS
19875,Ransomware,External,Critical,SIEM
19876,DDoS,External,High,Network Monitoring
19877,SQL Injection,External,High,WAF
19878,Insider Threat,Internal,High,Manual Report
19879,Credential Stuffing,External,Medium,Auth Logs
19880,Misconfiguration,Internal,Medium,Audit
19881,Zero-Day Exploit,External,Critical,Threat Intel
19882,Phishing,External,Medium,SIEM
19883,Malware,External,High,IDS
19884,Ransomware,External,Critical,SIEM
19885,DDoS,External,High,Network Monitoring
19886,SQL Injection,External,High,WAF
19887,Insider Threat,Internal,High,Manual Report
19888,Credential Stuffing,External,Medium,Auth Logs
19889,Misconfiguration,Internal,Medium,Audit
19890,Zero-Day Exploit,External,Critical,Threat Intel
19891,Phishing,External,Medium,SIEM
19892,Malware,External,High,IDS
19893,Ransomware,External,Critical,SIEM
19894,DDoS,External,High,Network Monitoring
19895,SQL Injection,External,High,WAF
19896,Insider Threat,Internal,High,Manual Report
19897,Credential Stuffing,External,Medium,Auth Logs
19898,Misconfiguration,Internal,Medium,Audit
19899,Zero-Day Exploit,External,Critical,Threat Intel
19900,Phishing,External,Medium,SIEM
19901,Malware,External,High,IDS
19902,Ransomware,External,Critical,SIEM
19903,DDoS,External,High,Network Monitoring
19904,SQL Injection,External,High,WAF
19905,Insider Threat,Internal,High,Manual Report
19906,Credential Stuffing,External,Medium,Auth Logs
19907,Misconfiguration,Internal,Medium,Audit
19908,Zero-Day Exploit,External,Critical,Threat Intel
19909,Phishing,External,Medium,SIEM
19910,Malware,External,High,IDS
19911,Ransomware,External,Critical,SIEM
19912,DDoS,External,High,Network Monitoring
19913,SQL Injection,External,High,WAF
19914,Insider Threat,Internal,High,Manual Report
19915,Credential Stuffing,External,Medium,Auth Logs
19916,Misconfiguration,Internal,Medium,Audit
19917,Zero-Day Exploit,External,Critical,Threat Intel
19918,Phishing,External,Medium,SIEM
19919,Malware,External,High,IDS
19920,Ransomware,External,Critical,SIEM
19921,DDoS,External,High,Network Monitoring
19922,SQL Injection,External,High,WAF
19923,Insider Threat,Internal,High,Manual Report
19924,Credential Stuffing,External,Medium,Auth Logs
19925,Misconfiguration,Internal,Medium,Audit
19926,Zero-Day Exploit,External,Critical,Threat Intel
19927,Phishing,External,Medium,SIEM
19928,Malware,External,High,IDS
19929,Ransomware,External,Critical,SIEM
19930,DDoS,External,High,Network Monitoring
19931,SQL Injection,External,High,WAF
19932,Insider Threat,Internal,High,Manual Report
19933,Credential Stuffing,External,Medium,Auth Logs
19934,Misconfiguration,Internal,Medium,Audit
19935,Zero-Day Exploit,External,Critical,Threat Intel
19936,Phishing,External,Medium,SIEM
19937,Malware,External,High,IDS
19938,Ransomware,External,Critical,SIEM
19939,DDoS,External,High,Network Monitoring
19940,SQL Injection,External,High,WAF
19941,Insider Threat,Internal,High,Manual Report
19942,Credential Stuffing,External,Medium,Auth Logs
19943,Misconfiguration,Internal,Medium,Audit
19944,Zero-Day Exploit,External,Critical,Threat Intel
19945,Phishing,External,Medium,SIEM
19946,Malware,External,High,IDS
19947,Ransomware,External,Critical,SIEM
19948,DDoS,External,High,Network Monitoring
19949,SQL Injection,External,High,WAF
19950,Insider Threat,Internal,High,Manual Report
19951,Credential Stuffing,External,Medium,Auth Logs
19952,Misconfiguration,Internal,Medium,Audit
19953,Zero-Day Exploit,External,Critical,Threat Intel
19954,Phishing,External,Medium,SIEM
19955,Malware,External,High,IDS
19956,Ransomware,External,Critical,SIEM
19957,DDoS,External,High,Network Monitoring
19958,SQL Injection,External,High,WAF
19959,Insider Threat,Internal,High,Manual Report
19960,Credential Stuffing,External,Medium,Auth Logs
19961,Misconfiguration,Internal,Medium,Audit
19962,Zero-Day Exploit,External,Critical,Threat Intel
19963,Phishing,External,Medium,SIEM
19964,Malware,External,High,IDS
19965,Ransomware,External,Critical,SIEM
19966,DDoS,External,High,Network Monitoring
19967,SQL Injection,External,High,WAF
19968,Insider Threat,Internal,High,Manual Report
19969,Credential Stuffing,External,Medium,Auth Logs
19970,Misconfiguration,Internal,Medium,Audit
19971,Zero-Day Exploit,External,Critical,Threat Intel
19972,Phishing,External,Medium,SIEM
19973,Malware,External,High,IDS
19974,Ransomware,External,Critical,SIEM
19975,DDoS,External,High,Network Monitoring
19976,SQL Injection,External,High,WAF
19977,Insider Threat,Internal,High,Manual Report
19978,Credential Stuffing,External,Medium,Auth Logs
19979,Misconfiguration,Internal,Medium,Audit
19980,Zero-Day Exploit,External,Critical,Threat Intel
19981,Phishing,External,Medium,SIEM
19982,Malware,External,High,IDS
19983,Ransomware,External,Critical,SIEM
19984,DDoS,External,High,Network Monitoring
19985,SQL Injection,External,High,WAF
19986,Insider Threat,Internal,High,Manual Report
19987,Credential Stuffing,External,Medium,Auth Logs
19988,Misconfiguration,Internal,Medium,Audit
19989,Zero-Day Exploit,External,Critical,Threat Intel
19990,Phishing,External,Medium,SIEM
19991,Malware,External,High,IDS
19992,Ransomware,External,Critical,SIEM
19993,DDoS,External,High,Network Monitoring
19994,SQL Injection,External,High,WAF
19995,Insider Threat,Internal,High,Manual Report
19996,Credential Stuffing,External,Medium,Auth Logs
19997,Misconfiguration,Internal,Medium,Audit
19998,Zero-Day Exploit,External,Critical,Threat Intel
19999,Phishing,External,Medium,SIEM
20000,Malware,External,High,IDS
20001,Ransomware,External,Critical,SIEM
20002,DDoS,External,High,Network Monitoring
20003,SQL Injection,External,High,WAF
20004,Insider Threat,Internal,High,Manual Report
20005,Credential Stuffing,External,Medium,Auth Logs
20006,Misconfiguration,Internal,Medium,Audit
20007,Zero-Day Exploit,External,Critical,Threat Intel
20008,Phishing,External,Medium,SIEM
20009,Malware,External,High,IDS
20010,Ransomware,External,Critical,SIEM
20011,DDoS,External,High,Network Monitoring
20012,SQL Injection,External,High,WAF
20013,Insider Threat,Internal,High,Manual Report
20014,Credential Stuffing,External,Medium,Auth Logs
20015,Misconfiguration,Internal,Medium,Audit
20016,Zero-Day Exploit,External,Critical,Threat Intel
20017,Phishing,External,Medium,SIEM
20018,Malware,External,High,IDS
20019,Ransomware,External,Critical,SIEM
20020,DDoS,External,High,Network Monitoring
20021,SQL Injection,External,High,WAF
20022,Insider Threat,Internal,High,Manual Report
20023,Credential Stuffing,External,Medium,Auth Logs
20024,Misconfiguration,Internal,Medium,Audit
20025,Zero-Day Exploit,External,Critical,Threat Intel
20026,Phishing,External,Medium,SIEM
20027,Malware,External,High,IDS
20028,Ransomware,External,Critical,SIEM
20029,DDoS,External,High,Network Monitoring
20030,SQL Injection,External,High,WAF
20031,Insider Threat,Internal,High,Manual Report
20032,Credential Stuffing,External,Medium,Auth Logs
20033,Misconfiguration,Internal,Medium,Audit
20034,Zero-Day Exploit,External,Critical,Threat Intel
20035,Phishing,External,Medium,SIEM
20036,Malware,External,High,IDS
20037,Ransomware,External,Critical,SIEM
20038,DDoS,External,High,Network Monitoring
20039,SQL Injection,External,High,WAF
20040,Insider Threat,Internal,High,Manual Report
20041,Credential Stuffing,External,Medium,Auth Logs
20042,Misconfiguration,Internal,Medium,Audit
20043,Zero-Day Exploit,External,Critical,Threat Intel
20044,Phishing,External,Medium,SIEM
20045,Malware,External,High,IDS
20046,Ransomware,External,Critical,SIEM
20047,DDoS,External,High,Network Monitoring
20048,SQL Injection,External,High,WAF
20049,Insider Threat,Internal,High,Manual Report
20050,Credential Stuffing,External,Medium,Auth Logs
20051,Misconfiguration,Internal,Medium,Audit
20052,Zero-Day Exploit,External,Critical,Threat Intel
20053,Phishing,External,Medium,SIEM
20054,Malware,External,High,IDS
20055,Ransomware,External,Critical,SIEM
20056,DDoS,External,High,Network Monitoring
20057,SQL Injection,External,High,WAF
20058,Insider Threat,Internal,High,Manual Report
20059,Credential Stuffing,External,Medium,Auth Logs
20060,Misconfiguration,Internal,Medium,Audit
20061,Zero-Day Exploit,External,Critical,Threat Intel
20062,Phishing,External,Medium,SIEM
20063,Malware,External,High,IDS
20064,Ransomware,External,Critical,SIEM
20065,DDoS,External,High,Network Monitoring
20066,SQL Injection,External,High,WAF
20067,Insider Threat,Internal,High,Manual Report
20068,Credential Stuffing,External,Medium,Auth Logs
20069,Misconfiguration,Internal,Medium,Audit
20070,Zero-Day Exploit,External,Critical,Threat Intel
20071,Phishing,External,Medium,SIEM
20072,Malware,External,High,IDS
20073,Ransomware,External,Critical,SIEM
20074,DDoS,External,High,Network Monitoring
20075,SQL Injection,External,High,WAF
20076,Insider Threat,Internal,High,Manual Report
20077,Credential Stuffing,External,Medium,Auth Logs
20078,Misconfiguration,Internal,Medium,Audit
20079,Zero-Day Exploit,External,Critical,Threat Intel
20080,Phishing,External,Medium,SIEM
20081,Malware,External,High,IDS
20082,Ransomware,External,Critical,SIEM
20083,DDoS,External,High,Network Monitoring
20084,SQL Injection,External,High,WAF
20085,Insider Threat,Internal,High,Manual Report
20086,Credential Stuffing,External,Medium,Auth Logs
20087,Misconfiguration,Internal,Medium,Audit
20088,Zero-Day Exploit,External,Critical,Threat Intel
20089,Phishing,External,Medium,SIEM
20090,Malware,External,High,IDS
20091,Ransomware,External,Critical,SIEM
20092,DDoS,External,High,Network Monitoring
20093,SQL Injection,External,High,WAF
20094,Insider Threat,Internal,High,Manual Report
20095,Credential Stuffing,External,Medium,Auth Logs
20096,Misconfiguration,Internal,Medium,Audit
20097,Zero-Day Exploit,External,Critical,Threat Intel
20098,Phishing,External,Medium,SIEM
20099,Malware,External,High,IDS
20100,Ransomware,External,Critical,SIEM
20101,DDoS,External,High,Network Monitoring
20102,SQL Injection,External,High,WAF
20103,Insider Threat,Internal,High,Manual Report
20104,Credential Stuffing,External,Medium,Auth Logs
20105,Misconfiguration,Internal,Medium,Audit
20106,Zero-Day Exploit,External,Critical,Threat Intel
20107,Phishing,External,Medium,SIEM
20108,Malware,External,High,IDS
20109,Ransomware,External,Critical,SIEM
20110,DDoS,External,High,Network Monitoring
20111,SQL Injection,External,High,WAF
20112,Insider Threat,Internal,High,Manual Report
20113,Credential Stuffing,External,Medium,Auth Logs
20114,Misconfiguration,Internal,Medium,Audit
20115,Zero-Day Exploit,External,Critical,Threat Intel
20116,Phishing,External,Medium,SIEM
20117,Malware,External,High,IDS
20118,Ransomware,External,Critical,SIEM
20119,DDoS,External,High,Network Monitoring
20120,SQL Injection,External,High,WAF
20121,Insider Threat,Internal,High,Manual Report
20122,Credential Stuffing,External,Medium,Auth Logs
20123,Misconfiguration,Internal,Medium,Audit
20124,Zero-Day Exploit,External,Critical,Threat Intel
20125,Phishing,External,Medium,SIEM
20126,Malware,External,High,IDS
20127,Ransomware,External,Critical,SIEM
20128,DDoS,External,High,Network Monitoring
20129,SQL Injection,External,High,WAF
20130,Insider Threat,Internal,High,Manual Report
20131,Credential Stuffing,External,Medium,Auth Logs
20132,Misconfiguration,Internal,Medium,Audit
20133,Zero-Day Exploit,External,Critical,Threat Intel
20134,Phishing,External,Medium,SIEM
20135,Malware,External,High,IDS
20136,Ransomware,External,Critical,SIEM
20137,DDoS,External,High,Network Monitoring
20138,SQL Injection,External,High,WAF
20139,Insider Threat,Internal,High,Manual Report
20140,Credential Stuffing,External,Medium,Auth Logs
20141,Misconfiguration,Internal,Medium,Audit
20142,Zero-Day Exploit,External,Critical,Threat Intel
20143,Phishing,External,Medium,SIEM
20144,Malware,External,High,IDS
20145,Ransomware,External,Critical,SIEM
20146,DDoS,External,High,Network Monitoring
20147,SQL Injection,External,High,WAF
20148,Insider Threat,Internal,High,Manual Report
20149,Credential Stuffing,External,Medium,Auth Logs
20150,Misconfiguration,Internal,Medium,Audit
20151,Zero-Day Exploit,External,Critical,Threat Intel
20152,Phishing,External,Medium,SIEM
20153,Malware,External,High,IDS
20154,Ransomware,External,Critical,SIEM
20155,DDoS,External,High,Network Monitoring
20156,SQL Injection,External,High,WAF
20157,Insider Threat,Internal,High,Manual Report
20158,Credential Stuffing,External,Medium,Auth Logs
20159,Misconfiguration,Internal,Medium,Audit
20160,Zero-Day Exploit,External,Critical,Threat Intel
20161,Phishing,External,Medium,SIEM
20162,Malware,External,High,IDS
20163,Ransomware,External,Critical,SIEM
20164,DDoS,External,High,Network Monitoring
20165,SQL Injection,External,High,WAF
20166,Insider Threat,Internal,High,Manual Report
20167,Credential Stuffing,External,Medium,Auth Logs
20168,Misconfiguration,Internal,Medium,Audit
20169,Zero-Day Exploit,External,Critical,Threat Intel
20170,Phishing,External,Medium,SIEM
20171,Malware,External,High,IDS
20172,Ransomware,External,Critical,SIEM
20173,DDoS,External,High,Network Monitoring
20174,SQL Injection,External,High,WAF
20175,Insider Threat,Internal,High,Manual Report
20176,Credential Stuffing,External,Medium,Auth Logs
20177,Misconfiguration,Internal,Medium,Audit
20178,Zero-Day Exploit,External,Critical,Threat Intel
20179,Phishing,External,Medium,SIEM
20180,Malware,External,High,IDS
20181,Ransomware,External,Critical,SIEM
20182,DDoS,External,High,Network Monitoring
20183,SQL Injection,External,High,WAF
20184,Insider Threat,Internal,High,Manual Report
20185,Credential Stuffing,External,Medium,Auth Logs
20186,Misconfiguration,Internal,Medium,Audit
20187,Zero-Day Exploit,External,Critical,Threat Intel
20188,Phishing,External,Medium,SIEM
20189,Malware,External,High,IDS
20190,Ransomware,External,Critical,SIEM
20191,DDoS,External,High,Network Monitoring
20192,SQL Injection,External,High,WAF
20193,Insider Threat,Internal,High,Manual Report
