ResponseID,Incident_ID,ActionTaken,ResponsibleTeam,ActionDate,Response_Time_Hours,Resolution_Effectiveness,Follow_Up_Required
19994,31050,Password Reset,SOC,23-09-2023,32.9,9,FALSE
19995,789,Backup Restored,Third-Party,09-02-2025,33.05,2,FALSE
19996,41727,Account Locked,Management,,85.32,8,FALSE
19997,42062,Legal Notified,Legal,18-03-2024,32.21,8,TRUE
19998,17809,Account Locked,Management,,43.48,7,FALSE
19999,4790,Password Reset,Management,12-08-2024,35.08,10,TRUE
20000,19704,Patch Applied,IT,02-10-2024,6.21,4,FALSE
20001,33319,Backup Restored,Management,,107.8,5,FALSE
20002,42715,Legal Notified,SOC,20-07-2023,45.89,1,FALSE
20003,41180,Forensic Analysis,SOC,14-06-2025,62.9,6,TRUE
20004,18572,Backup Restored,Management,,63,5,TRUE
20005,49498,Account Locked,Legal,,3.91,3,FALSE
20006,6384,Forensic Analysis,SOC,,40.21,6,FALSE
20007,29385,Legal Notified,IT,03-03-2024,4.04,8,FALSE
20008,29904,Account Locked,SOC,28-02-2023,38.02,1,FALSE
20009,20712,Forensic Analysis,SOC,17-04-2025,68.66,7,FALSE
20010,41741,Patch Applied,Third-Party,17-08-2023,21.46,7,TRUE
20011,18008,Patch Applied,Management,14-05-2025,17.54,3,TRUE
20012,26609,Backup Restored,Legal,22-07-2024,4.27,9,FALSE
20013,41268,Patch Applied,Management,17-10-2023,1.82,2,TRUE
20014,31166,Password Reset,Management,06-04-2023,75.92,10,FALSE
20015,35872,Backup Restored,SOC,17-05-2023,2.56,1,TRUE
20016,37671,Forensic Analysis,SOC,09-10-2024,71.72,10,FALSE
20017,13046,Password Reset,SOC,12-12-2024,28.36,8,FALSE
20018,24942,Forensic Analysis,Legal,,89.36,6,FALSE
20019,5457,Account Locked,Legal,10-01-2025,21.66,1,FALSE
20020,2313,Legal Notified,IT,15-07-2025,108.31,5,FALSE
20021,11789,Forensic Analysis,IT,23-08-2025,37.17,8,TRUE
20022,15847,Legal Notified,SOC,26-11-2024,93.69,5,FALSE
20023,38799,Legal Notified,Legal,03-03-2024,31.62,2,FALSE
20024,9483,Patch Applied,Legal,,10.28,9,FALSE
20025,19,Forensic Analysis,Management,14-03-2025,0.47,4,FALSE
20026,20818,Legal Notified,Third-Party,13-09-2024,54.86,5,FALSE
20027,23086,Patch Applied,SOC,18-11-2023,41.37,5,FALSE
20028,36303,Account Locked,Management,15-05-2025,23.08,2,TRUE
20029,15812,Password Reset,IT,13-03-2023,48.64,3,FALSE
20030,26490,Legal Notified,Third-Party,17-10-2025,28.26,7,FALSE
20031,48891,Forensic Analysis,SOC,08-09-2025,24.37,3,TRUE
20032,49258,Legal Notified,IT,22-09-2025,97.7,3,FALSE
20033,23386,Patch Applied,IT,27-03-2024,15.07,9,FALSE
20034,35881,Patch Applied,Legal,,59.03,6,TRUE
20035,431,Backup Restored,SOC,,3.28,8,FALSE
20036,45199,Forensic Analysis,Third-Party,,84.07,2,FALSE
20037,1613,Patch Applied,Management,,46.6,9,FALSE
20038,6711,Account Locked,IT,16-08-2025,92.87,4,TRUE
20039,43620,Backup Restored,Legal,09-06-2023,18.4,5,FALSE
20040,23337,Account Locked,IT,27-07-2024,108.55,3,FALSE
20041,25892,Forensic Analysis,SOC,,87.5,3,TRUE
20042,5717,Legal Notified,SOC,06-04-2023,108.98,8,FALSE
20043,33837,Password Reset,IT,,119.88,6,FALSE
20044,17281,Password Reset,Legal,14-04-2024,41.58,2,TRUE
20045,27005,Legal Notified,Management,27-01-2024,119,10,TRUE
20046,9075,Backup Restored,Management,,84.22,2,TRUE
20047,27067,Legal Notified,Legal,18-05-2025,11.58,2,TRUE
20048,10845,Account Locked,Management,,77.99,8,TRUE
20049,1023,Account Locked,IT,15-10-2023,17.31,5,FALSE
20050,24975,Backup Restored,SOC,06-01-2024,116.54,6,FALSE
20051,18148,Legal Notified,Third-Party,,12.41,4,TRUE
20052,7553,Patch Applied,Third-Party,18-01-2024,116.13,1,TRUE
20053,18488,Password Reset,SOC,,75.95,4,TRUE
20054,2292,Patch Applied,SOC,12-05-2025,10.9,1,FALSE
20055,36104,Forensic Analysis,Management,03-06-2025,43.82,10,FALSE
20056,44548,Legal Notified,SOC,23-06-2024,109.29,5,FALSE
20057,47942,Forensic Analysis,Management,26-12-2024,35.65,8,FALSE
20058,21143,Patch Applied,IT,29-04-2023,65.21,4,FALSE
20059,39712,Backup Restored,Management,13-01-2025,84.38,10,FALSE
20060,15569,Patch Applied,Legal,21-10-2024,37.77,8,TRUE
20061,35805,Backup Restored,Legal,,93.74,1,FALSE
20062,30534,Forensic Analysis,SOC,27-11-2024,68.88,7,TRUE
20063,19338,Forensic Analysis,IT,28-01-2025,4.42,9,TRUE
20064,47567,Account Locked,IT,14-01-2025,105.34,2,FALSE
20065,40444,Password Reset,IT,06-01-2024,82.7,4,FALSE
20066,48635,Forensic Analysis,SOC,,55.45,9,FALSE
20067,2431,Patch Applied,SOC,31-03-2023,90.98,5,FALSE
20068,21856,Forensic Analysis,SOC,20-12-2023,66.12,3,TRUE
20069,47677,Forensic Analysis,Legal,,82.62,4,FALSE
20070,20791,Backup Restored,Management,27-10-2023,20.5,4,TRUE
20071,29205,Patch Applied,IT,12-11-2023,72.85,3,FALSE
20072,19751,Forensic Analysis,IT,08-01-2024,87.34,3,FALSE
20073,24349,Backup Restored,SOC,09-01-2025,115.16,4,TRUE
20074,23370,Backup Restored,IT,21-12-2024,7.77,7,TRUE
20075,30433,Backup Restored,Third-Party,05-03-2023,2.74,5,TRUE
20076,39896,Backup Restored,SOC,,52.76,2,TRUE
20077,9546,Backup Restored,Third-Party,,21.66,2,FALSE
20078,16411,Backup Restored,IT,02-09-2025,108.74,7,TRUE
20079,16140,Password Reset,Third-Party,01-02-2024,2.82,9,FALSE
20080,20419,Patch Applied,SOC,,92.22,4,TRUE
20081,39865,Account Locked,SOC,04-05-2024,70,5,TRUE
20082,14435,Account Locked,Third-Party,29-10-2023,2.8,10,FALSE
20083,7932,Backup Restored,Third-Party,14-03-2024,47.4,7,FALSE
20084,36205,Forensic Analysis,Third-Party,04-11-2024,14.87,1,FALSE
20085,36151,Backup Restored,IT,,28.66,10,TRUE
20086,11525,Patch Applied,Third-Party,25-07-2025,7.41,7,FALSE
20087,6489,Password Reset,IT,,80.8,8,FALSE
20088,1397,Patch Applied,Legal,18-04-2024,30.63,5,TRUE
20089,35528,Patch Applied,Legal,06-02-2025,40.03,4,FALSE
20090,43886,Legal Notified,Legal,17-05-2024,91.11,10,TRUE
20091,21669,Account Locked,Third-Party,,82.8,6,TRUE
20092,48573,Patch Applied,SOC,,48.55,9,FALSE
20093,32255,Backup Restored,SOC,,103.83,4,FALSE
20094,14140,Legal Notified,Legal,13-06-2025,81.59,9,FALSE
20095,21417,Password Reset,Legal,22-11-2024,88.99,2,FALSE
20096,7145,Backup Restored,IT,09-07-2023,82.58,5,TRUE
20097,22261,Password Reset,Third-Party,15-10-2023,71.96,6,FALSE
20098,23904,Password Reset,Legal,01-03-2025,78.08,2,FALSE
20099,28287,Account Locked,Management,26-02-2024,81.52,10,FALSE
20100,20406,Password Reset,Third-Party,18-01-2025,80.1,4,TRUE
20101,4379,Account Locked,Management,12-03-2024,101.46,6,FALSE
20102,6446,Password Reset,Management,17-02-2023,102.81,1,TRUE
20103,6701,Forensic Analysis,IT,31-07-2025,45.36,2,TRUE
20104,8348,Account Locked,Third-Party,20-01-2024,16.7,9,TRUE
20105,6258,Account Locked,Third-Party,07-03-2024,71.45,3,FALSE
20106,1220,Backup Restored,Third-Party,12-07-2023,99.84,1,TRUE
20107,13728,Forensic Analysis,Management,29-11-2024,5.44,8,TRUE
20108,29319,Forensic Analysis,SOC,09-03-2025,61.49,2,TRUE
20109,25423,Account Locked,SOC,10-04-2024,27.32,2,FALSE
20110,34791,Legal Notified,IT,23-02-2024,115.28,1,FALSE
20111,14075,Legal Notified,Third-Party,27-12-2024,119.13,4,TRUE
20112,2784,Patch Applied,Management,15-12-2024,5.1,3,FALSE
20113,5682,Legal Notified,Management,17-06-2025,15.45,1,TRUE
20114,3003,Legal Notified,Legal,22-03-2025,58.18,9,TRUE
20115,14225,Forensic Analysis,SOC,21-11-2024,112.52,2,FALSE
20116,3516,Account Locked,SOC,02-12-2024,108.7,7,TRUE
20117,18031,Patch Applied,Management,08-06-2025,20.63,3,TRUE
20118,45312,Account Locked,Third-Party,17-03-2024,28.44,8,TRUE
20119,17865,Account Locked,Management,18-05-2025,75.18,10,FALSE
20120,13243,Account Locked,Third-Party,18-02-2023,77.69,10,FALSE
20121,31615,Account Locked,Legal,,69.17,5,TRUE
20122,11766,Forensic Analysis,IT,,41.93,4,TRUE
20123,19164,Patch Applied,Management,,58.2,9,FALSE
20124,31606,Account Locked,Management,,39.1,9,FALSE
20125,5728,Account Locked,Management,23-08-2023,49.82,10,TRUE
20126,17465,Patch Applied,Third-Party,13-04-2025,95.61,10,TRUE
20127,18187,Backup Restored,SOC,09-03-2025,118.3,7,TRUE
20128,1811,Password Reset,SOC,13-09-2023,41.74,3,FALSE
20129,49276,Forensic Analysis,Legal,26-10-2024,90.48,10,TRUE
20130,40194,Password Reset,Legal,,78.62,2,FALSE
20131,15370,Legal Notified,IT,08-09-2023,34.54,6,FALSE
20132,35288,Password Reset,SOC,14-05-2025,70.4,6,TRUE
20133,23712,Password Reset,SOC,12-09-2025,54.84,5,TRUE
20134,37810,Forensic Analysis,IT,20-08-2023,109.44,10,FALSE
20135,23804,Account Locked,Legal,10-09-2024,25.98,1,FALSE
20136,18946,Legal Notified,Management,09-08-2024,78.81,5,FALSE
20137,11474,Patch Applied,Third-Party,19-08-2025,28.79,2,FALSE
20138,44996,Patch Applied,SOC,20-01-2025,102.29,5,FALSE
20139,30766,Forensic Analysis,Management,09-12-2023,65.62,9,FALSE
20140,5922,Legal Notified,Third-Party,,95.22,9,FALSE
20141,413,Forensic Analysis,IT,06-12-2022,73.34,6,FALSE
20142,48419,Account Locked,SOC,16-05-2024,88.18,4,FALSE
20143,13675,Legal Notified,IT,11-03-2025,42.81,4,FALSE
20144,35202,Forensic Analysis,SOC,,111.64,6,FALSE
20145,4645,Patch Applied,SOC,20-09-2025,23.15,10,FALSE
20146,47259,Legal Notified,Management,,97.73,3,FALSE
20147,35583,Patch Applied,IT,23-10-2023,104.94,4,FALSE
20148,17429,Backup Restored,Third-Party,,72.19,5,TRUE
20149,20053,Patch Applied,Legal,12-03-2024,68.94,6,FALSE
20150,22833,Forensic Analysis,IT,,53.16,6,FALSE
20151,38517,Password Reset,Legal,05-07-2025,64.12,2,TRUE
20152,47763,Legal Notified,Legal,28-03-2025,29.22,7,FALSE
20153,4791,Legal Notified,Management,,45.23,9,FALSE
20154,1177,Account Locked,SOC,29-11-2024,97.22,3,TRUE
20155,610,Forensic Analysis,Third-Party,,35.85,8,FALSE
20156,6356,Patch Applied,SOC,27-04-2024,19.19,8,TRUE
20157,25271,Legal Notified,Management,,92.36,9,TRUE
20158,3761,Account Locked,Third-Party,31-08-2023,17.9,4,FALSE
20159,16212,Backup Restored,Legal,,57.19,7,TRUE
20160,18513,Forensic Analysis,IT,,52.6,5,TRUE
20161,40314,Forensic Analysis,IT,29-03-2023,8.95,1,TRUE
20162,5565,Backup Restored,IT,,27.4,3,FALSE
20163,42586,Password Reset,Management,17-09-2023,61.22,5,FALSE
20164,3945,Password Reset,IT,,118.15,6,FALSE
20165,46416,Password Reset,IT,11-05-2023,24,1,FALSE
20166,22162,Legal Notified,Management,,62.73,7,FALSE
20167,30642,Patch Applied,Third-Party,03-09-2025,34.83,10,TRUE
20168,30756,Legal Notified,Legal,22-06-2025,86.03,9,FALSE
20169,30,Patch Applied,Third-Party,,0.75,4,FALSE
20170,1431,Forensic Analysis,Legal,11-04-2024,32.95,1,TRUE
20171,30898,Backup Restored,Management,12-10-2024,108.34,1,FALSE
20172,30494,Legal Notified,Third-Party,31-07-2025,14.43,10,TRUE
20173,14809,Legal Notified,SOC,15-04-2025,54.34,6,TRUE
20174,4994,Legal Notified,Management,28-09-2025,16.42,10,FALSE
20175,44664,Password Reset,Legal,30-08-2024,118.43,8,FALSE
20176,46666,Patch Applied,Legal,11-07-2024,32.74,9,FALSE
20177,24078,Backup Restored,Legal,31-01-2024,45.59,2,TRUE
20178,1026,Patch Applied,Legal,29-04-2023,2.99,9,TRUE
20179,17775,Forensic Analysis,Third-Party,19-11-2023,21.81,1,TRUE
20180,3106,Legal Notified,Management,,30.89,3,TRUE
20181,18618,Account Locked,IT,30-10-2024,84.2,8,FALSE
20182,24379,Patch Applied,Third-Party,10-10-2024,36.8,8,FALSE
20183,31060,Password Reset,Third-Party,30-01-2025,107.92,10,TRUE
20184,12244,Forensic Analysis,Third-Party,20-09-2024,0.71,8,FALSE
20185,26412,Password Reset,IT,09-01-2025,110.2,5,FALSE
20186,10028,Account Locked,IT,,116.37,8,FALSE
20187,29592,Password Reset,Legal,,13.92,7,FALSE
20188,34074,Password Reset,Legal,06-02-2024,112.46,6,FALSE
20189,33399,Backup Restored,Legal,15-07-2024,42.19,8,TRUE
20190,37682,Forensic Analysis,Management,,40.27,7,TRUE
20191,13359,Legal Notified,IT,07-04-2025,70.55,7,FALSE
20192,25618,Account Locked,Management,,35.33,1,FALSE
20193,49016,Account Locked,Legal,16-05-2025,26.88,3,FALSE
20194,29095,Patch Applied,Legal,07-03-2023,65.26,7,FALSE
20195,33766,Account Locked,SOC,29-09-2023,88.94,8,FALSE
20196,24289,Forensic Analysis,Management,17-07-2022,56.97,7,TRUE
20197,23767,Legal Notified,SOC,18-11-2022,83.91,9,FALSE
20198,32652,Forensic Analysis,Management,07-08-2025,62.17,5,FALSE
20199,27559,Patch Applied,SOC,,73.4,4,TRUE
20200,35053,Backup Restored,SOC,12-12-2023,53.96,3,FALSE
20201,34756,Account Locked,Management,21-07-2023,72.21,5,TRUE
20202,19454,Backup Restored,Legal,14-04-2024,109.13,6,TRUE
20203,40670,Forensic Analysis,SOC,,36.71,8,FALSE
20204,16312,Legal Notified,Third-Party,,113.88,3,FALSE
20205,29312,Backup Restored,Third-Party,03-03-2025,90.76,1,FALSE
20206,45294,Account Locked,SOC,04-12-2024,105.25,10,TRUE
20207,35919,Account Locked,Legal,,27.73,3,FALSE
20208,31099,Forensic Analysis,Management,31-12-2024,13.46,2,FALSE
20209,13114,Legal Notified,Legal,09-01-2024,18.36,7,TRUE
20210,23962,Legal Notified,Management,27-05-2025,3.26,3,FALSE
20211,41571,Backup Restored,Third-Party,26-04-2024,113.48,2,TRUE
20212,48778,Password Reset,Legal,24-07-2024,18.92,4,FALSE
20213,34557,Account Locked,SOC,09-06-2025,76.58,2,FALSE
20214,12997,Backup Restored,SOC,,73.87,1,FALSE
20215,35761,Legal Notified,Legal,26-05-2025,36.79,6,FALSE
20216,39176,Account Locked,IT,,111.38,8,FALSE
20217,9852,Patch Applied,SOC,07-04-2025,6.64,2,TRUE
20218,1154,Legal Notified,IT,,60.49,7,TRUE
20219,6816,Account Locked,SOC,13-04-2025,43.06,2,FALSE
20220,16895,Patch Applied,SOC,,107.01,8,FALSE
20221,36913,Backup Restored,Management,,91.68,10,FALSE
20222,22365,Forensic Analysis,Legal,21-09-2023,26.9,2,FALSE
20223,17870,Forensic Analysis,Management,30-09-2024,64.39,1,FALSE
20224,19835,Patch Applied,Third-Party,17-04-2025,85.41,10,FALSE
20225,35399,Backup Restored,Legal,19-02-2024,38.92,1,FALSE
20226,13699,Password Reset,Legal,,31.87,1,FALSE
20227,46016,Patch Applied,Third-Party,25-04-2023,73.14,5,TRUE
20228,25261,Patch Applied,Third-Party,,50.31,6,FALSE
20229,40165,Password Reset,Legal,,89.68,5,FALSE
20230,10966,Password Reset,Legal,14-04-2025,22.46,9,FALSE
20231,46467,Forensic Analysis,IT,17-04-2023,97.38,2,TRUE
20232,45102,Password Reset,SOC,02-12-2023,78.68,3,TRUE
20233,24500,Legal Notified,SOC,24-09-2025,72.58,9,FALSE
20234,41538,Forensic Analysis,Legal,22-02-2023,37.39,10,TRUE
20235,2990,Forensic Analysis,Third-Party,,24.51,7,FALSE
20236,39701,Patch Applied,Legal,08-11-2024,67.86,9,FALSE
20237,35173,Password Reset,Management,01-01-2025,108.22,7,FALSE
20238,10048,Forensic Analysis,Management,19-04-2025,14.61,10,TRUE
20239,43226,Forensic Analysis,Management,,20.3,3,TRUE
20240,47978,Patch Applied,SOC,18-08-2024,8.85,1,FALSE
20241,28481,Password Reset,IT,,109.03,8,FALSE
20242,11720,Account Locked,SOC,,15.05,6,TRUE
20243,43600,Password Reset,Third-Party,17-11-2023,105.49,6,FALSE
20244,28191,Password Reset,Third-Party,17-06-2024,9.43,8,TRUE
20245,46224,Password Reset,Management,,99.58,3,FALSE
20246,4926,Backup Restored,Legal,,66.1,10,FALSE
20247,1120,Forensic Analysis,IT,,85.96,1,FALSE
20248,43108,Backup Restored,Legal,31-12-2024,99.71,9,TRUE
20249,37066,Backup Restored,IT,,46.58,10,FALSE
20250,17414,Backup Restored,SOC,,67.6,4,TRUE
20251,44467,Forensic Analysis,Third-Party,22-10-2024,52.37,5,TRUE
20252,24358,Forensic Analysis,SOC,,13.32,9,FALSE
20253,30793,Forensic Analysis,Management,,46.32,9,TRUE
20254,4355,Account Locked,Legal,11-03-2025,75.11,7,FALSE
20255,38304,Forensic Analysis,SOC,,105.68,3,FALSE
20256,395,Backup Restored,SOC,17-09-2025,75.96,6,TRUE
20257,18008,Backup Restored,IT,11-05-2025,34.81,8,TRUE
20258,19033,Patch Applied,IT,,28.14,7,FALSE
20259,47334,Password Reset,Management,07-10-2025,52.61,10,FALSE
20260,48004,Password Reset,SOC,11-06-2024,46.52,7,TRUE
20261,2900,Forensic Analysis,SOC,,67.18,3,FALSE
20262,2709,Backup Restored,SOC,22-03-2024,86.18,10,FALSE
20263,36119,Account Locked,Management,,114.08,4,FALSE
20264,31942,Legal Notified,Third-Party,12-12-2024,50.97,7,FALSE
20265,18684,Backup Restored,Management,25-12-2024,71.35,8,TRUE
20266,30947,Account Locked,Third-Party,,118.14,4,TRUE
20267,7310,Patch Applied,IT,16-05-2025,40.89,2,FALSE
20268,42466,Legal Notified,SOC,14-10-2025,12.89,3,FALSE
20269,39471,Legal Notified,Legal,20-09-2025,60.88,10,FALSE
20270,15101,Account Locked,IT,08-02-2024,64.2,8,FALSE
20271,293,Patch Applied,Management,,12.32,9,TRUE
20272,21833,Patch Applied,Legal,30-09-2024,19.84,4,FALSE
20273,25934,Backup Restored,Legal,,13.39,10,FALSE
20274,16334,Password Reset,Third-Party,05-02-2025,86.1,9,FALSE
20275,12478,Password Reset,Management,,117.29,8,TRUE
20276,36487,Password Reset,Management,17-01-2024,37.12,6,TRUE
20277,21861,Backup Restored,Third-Party,,118,10,FALSE
20278,23818,Legal Notified,SOC,04-04-2024,8.56,4,TRUE
20279,15224,Account Locked,Management,14-06-2025,78.14,7,FALSE
20280,8860,Password Reset,Third-Party,27-03-2025,47.06,7,TRUE
20281,34729,Account Locked,Legal,07-08-2023,47.18,6,TRUE
20282,26556,Account Locked,IT,,61.89,9,TRUE
20283,16184,Password Reset,Third-Party,,55.21,2,FALSE
20284,16108,Forensic Analysis,Management,04-12-2023,87.98,5,FALSE
20285,22237,Patch Applied,IT,12-03-2025,73.99,2,FALSE
20286,32115,Account Locked,Legal,24-03-2025,42.71,1,TRUE
20287,33813,Legal Notified,Management,,38.19,6,TRUE
20288,40744,Forensic Analysis,IT,07-08-2024,6.6,5,TRUE
20289,49818,Backup Restored,SOC,28-12-2024,21.16,7,TRUE
20290,34072,Password Reset,Legal,24-09-2024,3.35,9,TRUE
20291,44269,Patch Applied,Third-Party,,111.57,8,TRUE
20292,14566,Password Reset,IT,24-10-2024,62.13,4,FALSE
20293,41720,Forensic Analysis,SOC,,80.86,8,FALSE
20294,46475,Patch Applied,IT,10-02-2024,4.9,7,TRUE
20295,9747,Forensic Analysis,Management,16-11-2023,116.64,5,FALSE
20296,37031,Patch Applied,Legal,,59.24,3,FALSE
20297,24787,Legal Notified,SOC,,57.73,7,TRUE
20298,48936,Forensic Analysis,IT,23-01-2023,46.25,1,FALSE
20299,34848,Patch Applied,SOC,10-06-2025,7.09,10,FALSE
20300,46764,Password Reset,IT,24-04-2025,62.28,8,FALSE
20301,1298,Patch Applied,SOC,21-01-2024,28.66,6,FALSE
20302,10911,Backup Restored,Management,16-10-2023,90.81,3,FALSE
20303,22550,Account Locked,Management,,85.66,5,TRUE
20304,7722,Password Reset,Legal,11-11-2023,4.53,7,FALSE
20305,25727,Account Locked,IT,,34.55,9,FALSE
20306,19863,Forensic Analysis,SOC,,49.7,7,FALSE
20307,40363,Legal Notified,SOC,12-09-2024,10.59,7,TRUE
20308,3774,Backup Restored,Third-Party,,76.89,2,FALSE
20309,32991,Patch Applied,SOC,03-01-2025,90.18,3,TRUE
20310,35475,Patch Applied,Third-Party,07-08-2024,36.99,1,TRUE
20311,49342,Patch Applied,Management,28-03-2025,86.86,2,TRUE
20312,26238,Account Locked,IT,,41.04,2,FALSE
20313,43061,Forensic Analysis,Legal,19-09-2023,61.94,9,FALSE
20314,9949,Password Reset,IT,09-09-2024,29.31,5,FALSE
20315,27166,Legal Notified,SOC,29-09-2025,60.29,7,TRUE
20316,38938,Password Reset,SOC,,90.95,8,FALSE
20317,15027,Forensic Analysis,Management,24-12-2024,18.78,4,FALSE
20318,1111,Account Locked,SOC,11-07-2024,70.66,3,FALSE
20319,14306,Legal Notified,Third-Party,29-03-2025,99.6,1,FALSE
20320,24426,Backup Restored,Legal,,24.13,2,FALSE
20321,49245,Account Locked,IT,07-09-2024,54.24,3,FALSE
20322,31295,Backup Restored,Third-Party,21-06-2023,58.62,7,TRUE
20323,21415,Password Reset,Legal,,87.63,6,TRUE
20324,24937,Backup Restored,Legal,18-08-2023,92.57,2,FALSE
20325,8428,Patch Applied,Legal,28-09-2023,95.74,2,TRUE
20326,38249,Forensic Analysis,SOC,14-08-2025,70.93,8,FALSE
20327,35553,Password Reset,Management,,74.6,8,FALSE
20328,48626,Legal Notified,IT,,33.84,4,FALSE
20329,45825,Account Locked,SOC,03-10-2024,74.56,6,FALSE
20330,32737,Backup Restored,Third-Party,15-01-2025,87.31,1,FALSE
20331,31533,Patch Applied,Management,,27.62,4,FALSE
20332,14417,Legal Notified,Third-Party,01-03-2025,45.86,2,FALSE
20333,4168,Legal Notified,SOC,,106.64,9,FALSE
20334,27933,Backup Restored,SOC,03-07-2023,12.19,3,FALSE
20335,24843,Legal Notified,Third-Party,,108.11,4,TRUE
20336,26498,Password Reset,SOC,22-08-2023,60.14,2,FALSE
20337,12219,Patch Applied,IT,03-05-2025,45.16,10,FALSE
20338,2600,Backup Restored,Third-Party,15-11-2023,119.87,2,FALSE
20339,48178,Backup Restored,Third-Party,11-07-2025,85.75,8,FALSE
20340,30053,Patch Applied,Legal,13-01-2023,37.3,9,FALSE
20341,8268,Patch Applied,Third-Party,20-07-2025,13.28,3,FALSE
20342,1135,Password Reset,SOC,14-12-2024,19.87,8,FALSE
20343,20312,Patch Applied,Legal,02-04-2024,11.27,4,TRUE
20344,45674,Legal Notified,Legal,12-03-2023,42.29,9,FALSE
20345,40710,Legal Notified,Management,14-05-2024,3.67,9,FALSE
20346,15843,Legal Notified,Legal,11-07-2025,54.11,9,TRUE
20347,4519,Forensic Analysis,SOC,,32.93,6,FALSE
20348,34931,Account Locked,SOC,,104.12,1,FALSE
20349,11155,Password Reset,IT,14-10-2024,16.77,10,TRUE
20350,16661,Legal Notified,Third-Party,,16.86,9,FALSE
20351,18657,Forensic Analysis,Third-Party,24-12-2024,81.19,8,FALSE
20352,14538,Account Locked,Management,22-04-2024,53.11,5,FALSE
20353,24667,Backup Restored,Management,02-05-2025,43.53,3,FALSE
20354,23585,Forensic Analysis,Management,,23.84,10,FALSE
20355,37045,Password Reset,Management,,49.21,8,FALSE
20356,22208,Backup Restored,Management,24-02-2025,32.1,1,FALSE
20357,17475,Legal Notified,IT,,14.46,2,FALSE
20358,32160,Password Reset,IT,09-05-2025,32.58,2,TRUE
20359,11198,Backup Restored,Management,24-07-2025,67.56,7,FALSE
20360,34549,Backup Restored,Third-Party,05-12-2023,5.66,4,TRUE
20361,45852,Legal Notified,Management,,4.53,6,FALSE
20362,31710,Account Locked,Legal,23-02-2023,1.65,1,TRUE
20363,27126,Patch Applied,IT,14-06-2024,38.29,9,FALSE
20364,27818,Backup Restored,IT,,115,8,TRUE
20365,35970,Backup Restored,Third-Party,,82.79,7,FALSE
20366,16202,Patch Applied,Legal,,21.39,1,FALSE
20367,39054,Backup Restored,SOC,16-10-2023,74.14,3,FALSE
20368,15289,Patch Applied,SOC,14-07-2025,104.57,3,FALSE
20369,26207,Forensic Analysis,Legal,,5.94,5,TRUE
20370,3357,Account Locked,SOC,29-07-2024,46.05,7,FALSE
20371,24306,Patch Applied,Management,14-08-2025,88.54,6,TRUE
20372,4819,Legal Notified,Management,27-09-2023,28.52,3,FALSE
20373,48111,Legal Notified,Legal,01-01-2025,73,4,FALSE
20374,25495,Forensic Analysis,SOC,25-11-2024,41.6,4,FALSE
20375,47702,Forensic Analysis,Management,13-11-2024,24.54,1,FALSE
20376,2126,Backup Restored,Third-Party,23-11-2024,68.38,4,FALSE
20377,5762,Password Reset,Third-Party,11-07-2024,97.12,5,FALSE
20378,722,Forensic Analysis,Management,,43.29,2,FALSE
20379,25558,Legal Notified,SOC,30-01-2023,115.79,7,FALSE
20380,39506,Account Locked,IT,13-07-2023,8.35,3,FALSE
20381,9358,Forensic Analysis,Third-Party,,27.46,9,TRUE
20382,9742,Password Reset,Legal,12-05-2025,13.37,10,TRUE
20383,24307,Account Locked,IT,25-07-2025,108.44,10,FALSE
20384,1804,Patch Applied,SOC,05-08-2025,64.83,8,TRUE
20385,42800,Backup Restored,IT,23-03-2025,54.61,8,TRUE
20386,6523,Password Reset,Legal,21-03-2023,34.47,1,TRUE
20387,24283,Forensic Analysis,Third-Party,02-10-2023,83.56,1,FALSE
20388,47793,Patch Applied,Legal,23-06-2025,16,9,FALSE
20389,40205,Forensic Analysis,IT,28-10-2024,55.12,10,FALSE
20390,46662,Legal Notified,IT,,74.06,3,FALSE
20391,528,Account Locked,Legal,06-10-2024,107.81,4,FALSE
20392,39268,Legal Notified,SOC,25-07-2025,39.65,1,FALSE
20393,47349,Backup Restored,Management,,24.66,6,TRUE
20394,16520,Backup Restored,Management,15-02-2024,105.61,10,FALSE
20395,27840,Legal Notified,IT,10-03-2024,83.32,10,TRUE
20396,27887,Legal Notified,Legal,30-07-2025,63.5,9,FALSE
20397,24538,Account Locked,Legal,03-10-2024,102.53,9,TRUE
20398,33298,Password Reset,Third-Party,13-08-2025,104.82,5,FALSE
20399,863,Legal Notified,Third-Party,,103.94,9,FALSE
20400,42892,Legal Notified,Third-Party,04-08-2025,7.73,1,FALSE
20401,46379,Legal Notified,Management,12-01-2025,66.98,9,FALSE
20402,25076,Password Reset,Third-Party,,74.52,1,TRUE
20403,40405,Password Reset,Management,20-01-2025,81.54,5,FALSE
20404,16212,Legal Notified,Management,,44.26,6,FALSE
20405,38715,Account Locked,SOC,,51.91,2,FALSE
20406,17028,Password Reset,IT,,73.03,6,TRUE
20407,25316,Forensic Analysis,Management,01-09-2023,1.45,3,FALSE
20408,40333,Password Reset,Third-Party,05-08-2024,41.62,5,FALSE
20409,48654,Backup Restored,Legal,19-09-2024,17.9,8,FALSE
20410,10355,Legal Notified,IT,25-09-2025,101.35,10,FALSE
20411,40830,Backup Restored,Third-Party,20-09-2025,103.14,5,TRUE
20412,43017,Forensic Analysis,IT,04-12-2024,37.79,4,FALSE
20413,30599,Patch Applied,Third-Party,,66.58,10,FALSE
