Impact_ID,Incident_ID,Impact_Type,Downtime_Hours,Records_Compromised,Compliance_Breach, Estimated_Cost_USD 
31417,24699,Reputational,107.07,960417,TRUE," $27,65,412.42 "
31418,15694,Data Loss,211.54,168655,TRUE," $9,41,492.00 "
31419,2725,System Downtime,25.36,950275,FALSE," $19,62,370.62 "
31420,11356,Reputational,208.12,755640,FALSE," $57,05,757.49 "
31421,34487,System Downtime,160.72,276499,FALSE," $22,33,877.67 "
31422,47326,Data Loss,151.78,179899,FALSE," $5,50,480.04 "
31423,26338,System Downtime,142.36,733165,FALSE," $37,64,948.40 "
31424,2483,Financial,91.42,789196,FALSE," $7,25,908.14 "
31425,3763,System Downtime,134.31,617296,FALSE," $43,41,328.13 "
31426,46143,System Downtime,203.57,384544,TRUE," $21,46,012.29 "
31427,43667,System Downtime,114.84,420797,FALSE," $30,03,602.63 "
31428,14862,Reputational,43.33,679180,FALSE," $15,38,707.99 "
31429,12737,Reputational,185.43,339219,FALSE," $24,17,561.06 "
31430,30851,Financial,202.92,390482,FALSE," $8,82,074.81 "
31431,34801,Financial,193.37,765297,FALSE," $7,93,903.45 "
31432,6890,System Downtime,203.82,137190,TRUE," $8,30,650.08 "
31433,42812,System Downtime,36.76,878736,FALSE," $43,52,129.25 "
31434,15735,Data Loss,209.53,758695,TRUE," $54,76,267.02 "
31435,36060,System Downtime,42.76,738742,TRUE," $38,11,594.25 "
31436,17841,System Downtime,104.71,148416,TRUE," $6,19,839.27 "
31437,45176,System Downtime,135.96,753497,FALSE," $25,01,431.79 "
31438,35690,Reputational,236.34,457872,FALSE," $15,82,335.26 "
31439,33068,Reputational,17.26,460268,FALSE," $30,20,674.56 "
31440,27939,Reputational,55.62,21755,FALSE," $1,39,562.47 "
31441,33520,System Downtime,139.43,199129,FALSE," $2,37,147.81 "
31442,29335,System Downtime,100.05,361861,TRUE," $11,21,476.29 "
31443,2272,System Downtime,112.99,376000,FALSE," $16,56,899.30 "
31444,3201,Data Loss,16.61,347842,TRUE," $15,22,950.13 "
31445,34921,Reputational,149.5,953047,TRUE," $17,50,211.25 "
31446,32882,Reputational,128.37,761122,TRUE," $6,51,706.28 "
31447,15203,System Downtime,190.89,431699,FALSE," $32,30,682.53 "
31448,39149,Data Loss,215.2,255312,FALSE," $17,65,869.79 "
31449,18352,Data Loss,149.99,639383,TRUE," $5,35,793.07 "
31450,18972,System Downtime,178.12,659974,FALSE," $49,03,197.53 "
31451,654,Reputational,166.31,559554,TRUE," $13,46,164.25 "
31452,37529,System Downtime,111.6,399872,FALSE," $20,15,708.31 "
31453,25202,System Downtime,138.71,361284,TRUE," $3,53,526.35 "
31454,46726,Reputational,202.64,268096,FALSE," $16,40,819.06 "
31455,31147,Data Loss,126.45,491872,FALSE," $31,77,803.81 "
31456,24146,Financial,213.34,867368,TRUE," $20,87,050.50 "
31457,45541,Reputational,53.39,935653,FALSE," $8,69,612.25 "
31458,1366,Reputational,39.06,203152,FALSE," $9,87,882.39 "
31459,34681,System Downtime,83.8,534037,TRUE," $32,52,335.99 "
31460,41243,Data Loss,198.15,609950,FALSE," $44,09,132.89 "
31461,34576,System Downtime,65.47,972375,FALSE," $57,28,953.32 "
31462,19119,System Downtime,151.73,686002,FALSE," $47,32,198.92 "
31463,37725,System Downtime,135.86,231175,FALSE," $12,93,483.00 "
31464,49103,Data Loss,171.66,931391,FALSE," $10,62,799.92 "
31465,15741,System Downtime,112.64,928252,FALSE," $56,26,246.40 "
31466,18568,Financial,125.57,62305,FALSE," $3,52,895.49 "
31467,6509,Reputational,18.36,309279,FALSE," $1,63,951.18 "
31468,45731,Financial,103.59,380682,FALSE," $15,64,705.26 "
31469,40019,Data Loss,139.51,544041,FALSE," $24,80,150.42 "
31470,22083,System Downtime,12.94,426537,FALSE," $9,88,651.07 "
31471,48931,Data Loss,74.55,816619,TRUE," $14,69,535.60 "
31472,43917,System Downtime,84.99,110037,TRUE," $9,13,212.52 "
31473,13194,Financial,206.27,946576,TRUE," $58,86,145.61 "
31474,36104,Financial,56.96,829397,FALSE," $5,05,319.66 "
31475,8239,Financial,171.19,558536,FALSE," $11,78,838.29 "
31476,16254,Reputational,165.56,833982,FALSE," $6,39,211.87 "
31477,22880,Financial,0.35,675940,TRUE," $23,84,881.45 "
31478,44867,System Downtime,168.78,479214,FALSE," $25,06,977.90 "
31479,8426,System Downtime,108.19,521963,TRUE," $6,85,071.46 "
31480,1997,Reputational,227.61,946379,FALSE," $40,73,328.37 "
31481,41600,Data Loss,14.52,221421,FALSE," $4,28,774.18 "
31482,26250,Financial,164.61,782115,FALSE," $30,57,135.00 "
31483,12461,Reputational,219.98,551565,FALSE," $27,45,704.89 "
31484,40623,System Downtime,33.36,184891,FALSE," $12,73,260.24 "
31485,11623,Reputational,164.96,675387,FALSE," $42,28,886.67 "
31486,3873,Data Loss,65.8,552995,TRUE," $26,72,748.21 "
31487,9349,Reputational,197.05,923440,TRUE," $9,99,333.14 "
31488,40890,Data Loss,165.66,469651,TRUE," $11,80,939.58 "
31489,6254,Financial,216.88,79640,FALSE," $7,14,157.68 "
31490,16000,System Downtime,55.95,156838,FALSE," $4,60,928.85 "
31491,8056,Financial,145.84,768341,FALSE," $10,70,073.08 "
31492,47822,System Downtime,164.62,644530,FALSE," $15,26,180.63 "
31493,15246,Financial,193.75,861255,FALSE," $5,04,509.49 "
31494,11555,Reputational,140.21,796796,FALSE," $27,84,679.04 "
31495,35097,Reputational,176.18,362502,FALSE," $27,15,685.41 "
31496,48800,Reputational,128.08,337129,TRUE," $20,10,434.01 "
31497,10976,Financial,136.6,77742,FALSE," $1,90,230.69 "
31498,26509,Data Loss,218.18,503543,FALSE," $2,51,863.64 "
31499,32358,Data Loss,203.97,326333,FALSE," $19,79,792.09 "
31500,41909,Reputational,107.57,444153,TRUE," $4,37,006.87 "
31501,32759,System Downtime,63.51,444176,FALSE," $1,18,227.22 "
31502,9731,Financial,165.67,156750,FALSE," $4,29,323.58 "
31503,46890,Data Loss,93.74,828981,FALSE," $53,67,966.27 "
31504,48557,Data Loss,95.03,250179,TRUE," $11,90,604.61 "
31505,4014,Reputational,141.66,992570,FALSE," $13,02,148.04 "
31506,12510,Reputational,211.76,372943,TRUE," $25,86,665.95 "
31507,26039,Data Loss,211.01,304295,TRUE," $14,40,184.35 "
31508,38817,System Downtime,65.65,423559,FALSE," $6,54,678.17 "
31509,749,Reputational,164.85,355470,FALSE," $17,92,955.25 "
31510,36319,Reputational,91.84,699097,FALSE," $45,32,266.27 "
31511,5654,Data Loss,150.16,282290,FALSE," $13,17,743.41 "
31512,22326,System Downtime,8.87,241164,TRUE," $8,27,368.97 "
31513,9305,System Downtime,71.79,161246,FALSE," $3,78,650.69 "
31514,9012,Reputational,182.99,215646,TRUE," $16,81,086.18 "
31515,17500,Data Loss,217.64,309705,FALSE," $21,99,195.25 "
31516,16716,System Downtime,123.59,394097,FALSE," $7,28,335.94 "
31517,30130,Financial,149.53,610249,FALSE," $7,37,748.87 "
31518,8093,Reputational,134.37,653639,FALSE," $21,24,489.98 "
31519,24599,Reputational,200.43,303540,FALSE," $2,64,978.53 "
31520,38412,Data Loss,131.96,238604,TRUE," $11,11,004.10 "
31521,27069,Reputational,114.68,101130,FALSE," $7,51,231.50 "
31522,9771,System Downtime,70.1,416750,FALSE," $27,13,604.24 "
31523,28103,Data Loss,221.91,977375,FALSE," $40,02,941.73 "
31524,37846,Reputational,200.46,795089,FALSE," $22,66,340.78 "
31525,17511,Data Loss,120.41,881191,FALSE," $64,73,885.63 "
31526,43703,Reputational,20.31,632997,FALSE," $2,65,666.63 "
31527,34515,System Downtime,234.46,763394,FALSE," $20,87,306.13 "
31528,11688,System Downtime,148.68,874423,FALSE," $53,59,365.04 "
31529,48339,System Downtime,174.24,384116,FALSE," $15,08,039.19 "
31530,40585,Reputational,27.32,555499,TRUE," $7,40,263.51 "
31531,40018,System Downtime,57.65,619189,FALSE," $11,36,237.86 "
31532,30797,Reputational,122.43,655738,FALSE," $29,93,672.49 "
31533,16076,System Downtime,212.69,20870,FALSE," $3,59,456.61 "
31534,40548,Reputational,84.44,376574,FALSE," $21,99,632.18 "
31535,8196,Data Loss,8.92,686390,FALSE," $14,60,606.28 "
31536,27924,Financial,144.01,882472,TRUE," $33,47,247.42 "
31537,16003,Reputational,69.1,694719,TRUE," $16,96,602.97 "
31538,10879,System Downtime,157.26,59813,FALSE," $3,94,216.60 "
31539,5363,Data Loss,166.17,11446,TRUE," $2,90,549.02 "
31540,45369,Financial,201.86,50682,FALSE," $3,52,490.70 "
31541,48388,Reputational,117.37,939663,FALSE," $69,46,483.59 "
31542,24267,Financial,47.79,799737,FALSE," $19,32,062.50 "
31543,44646,Financial,175.18,204142,TRUE," $5,42,100.72 "
31544,28657,Data Loss,215.14,135545,FALSE," $8,97,786.99 "
31545,21559,System Downtime,104.89,966126,FALSE," $55,23,460.92 "
31546,45033,Reputational,82.05,640,FALSE," $21,917.31 "
31547,13886,System Downtime,24.03,649457,TRUE," $43,21,250.73 "
31548,38622,System Downtime,156.2,34391,FALSE," $2,30,489.70 "
31549,28490,Financial,128.46,801744,TRUE," $28,69,470.42 "
31550,617,Financial,89.52,877288,FALSE," $57,12,475.95 "
31551,25888,Financial,28.89,357948,FALSE," $10,44,253.17 "
31552,7176,Financial,206.98,648490,FALSE," $19,42,435.13 "
31553,45191,Reputational,179.59,705251,FALSE," $14,40,449.54 "
31554,13426,Financial,101.71,342361,FALSE," $4,20,713.98 "
31555,12547,Financial,223.94,750188,FALSE," $10,21,414.89 "
31556,43936,Reputational,42.51,428929,FALSE," $26,05,604.63 "
31557,23665,Reputational,88.65,536078,FALSE," $8,08,871.95 "
31558,14337,System Downtime,45.99,478280,FALSE," $30,93,134.34 "
31559,43289,System Downtime,114.05,787894,FALSE," $21,35,478.88 "
31560,28533,Financial,30.58,370906,FALSE," $4,31,534.18 "
31561,10460,Reputational,111.88,167832,TRUE," $2,93,669.66 "
31562,27369,Data Loss,168.03,545523,FALSE," $31,57,030.51 "
31563,42278,System Downtime,111.41,210649,FALSE," $16,70,812.57 "
31564,5402,Reputational,48.59,932599,FALSE," $43,99,737.34 "
31565,3285,System Downtime,112.67,629337,FALSE," $17,20,981.26 "
31566,3185,Financial,49.44,826227,FALSE," $8,51,103.72 "
31567,4570,Reputational,235.12,443471,FALSE," $24,02,042.93 "
31568,48696,Financial,83.63,841784,FALSE," $41,84,970.24 "
31569,38036,Reputational,80.03,7914,TRUE," $1,68,504.79 "
31570,42820,Reputational,42.97,675919,FALSE," $13,48,326.55 "
31571,49705,Reputational,42.53,414538,FALSE," $25,94,183.40 "
31572,26369,Financial,216.22,548610,FALSE," $24,01,539.15 "
31573,44299,Financial,45.48,118516,FALSE," $6,95,128.95 "
31574,27670,System Downtime,101.93,739614,FALSE," $5,72,456.56 "
31575,46584,System Downtime,183.04,233297,FALSE," $9,88,930.46 "
31576,6344,Reputational,19.41,690251,FALSE," $29,06,147.21 "
31577,30695,System Downtime,73.14,512048,FALSE," $21,10,901.66 "
31578,39064,Reputational,168.49,52990,FALSE," $1,63,322.10 "
31579,17875,Financial,9.59,196111,FALSE," $12,88,102.18 "
31580,355,System Downtime,134.47,427904,TRUE," $7,65,817.08 "
31581,36327,Financial,210.43,42118,FALSE," $6,24,089.38 "
31582,44306,Data Loss,149.37,669440,FALSE," $33,00,989.28 "
31583,5036,Financial,233.97,640456,TRUE," $16,82,730.31 "
31584,42510,Financial,182.85,550630,FALSE," $26,61,285.48 "
31585,16604,System Downtime,1.84,891321,FALSE," $54,22,238.08 "
31586,42349,System Downtime,209.6,191337,FALSE," $8,66,172.13 "
31587,42154,Reputational,91.28,2284,TRUE," $1,32,644.53 "
31588,49501,Reputational,129.65,381233,FALSE," $4,88,800.17 "
31589,43942,System Downtime,132.81,36221,FALSE," $3,68,717.25 "
31590,45338,Financial,239.43,806108,FALSE," $40,08,440.64 "
31591,18661,Reputational,142.32,457741,FALSE," $9,22,099.97 "
31592,14283,Financial,131.35,721255,FALSE," $18,38,786.41 "
31593,21032,Data Loss,147.54,695632,FALSE," $31,90,394.99 "
31594,28819,Financial,233.44,680178,FALSE," $6,65,120.75 "
31595,25161,Data Loss,223.02,510865,FALSE," $30,59,144.36 "
31596,11298,Financial,76.7,963077,FALSE," $68,63,557.21 "
31597,35885,System Downtime,83.59,697764,FALSE," $50,52,976.56 "
31598,39999,Financial,93.74,993086,FALSE," $63,45,010.92 "
31599,23105,Financial,151.14,283992,FALSE," $16,15,806.79 "
31600,5590,Data Loss,40.65,808058,FALSE," $15,78,899.33 "
31601,1745,Financial,10.39,479171,TRUE," $28,21,964.06 "
31602,27421,Data Loss,18.27,185409,FALSE," $10,60,643.98 "
31603,32878,Data Loss,36.78,320984,TRUE," $5,33,841.30 "
31604,20602,Data Loss,160.68,336058,FALSE," $12,23,053.07 "
31605,17897,Data Loss,194.27,357879,TRUE," $14,61,729.46 "
31606,10479,Reputational,91.79,416813,TRUE," $26,93,270.97 "
31607,17785,Financial,116.6,483880,TRUE," $31,13,393.02 "
31608,35797,System Downtime,143.11,219065,FALSE," $9,30,104.05 "
31609,14813,Data Loss,74.95,260772,FALSE," $3,69,641.51 "
31610,6356,Reputational,115.59,436412,FALSE," $28,97,200.24 "
31611,44540,Data Loss,173.15,636861,FALSE," $32,40,507.94 "
31612,22790,Financial,74.16,639837,FALSE," $44,06,203.83 "
31613,38295,Data Loss,226.93,97905,FALSE," $4,85,116.26 "
31614,35257,Data Loss,132.84,585136,FALSE," $42,93,565.78 "
31615,47591,Data Loss,207.29,690635,FALSE," $49,58,320.11 "
31616,14026,System Downtime,156,524682,TRUE," $24,17,972.24 "
31617,33802,System Downtime,116.07,820195,FALSE," $35,73,553.03 "
31618,41442,Financial,2.19,660725,TRUE," $36,61,282.18 "
31619,28361,Reputational,87.11,778332,FALSE," $50,61,421.91 "
31620,23647,System Downtime,214.74,949457,TRUE," $13,85,850.88 "
31621,42606,Financial,99.35,146512,FALSE," $7,88,565.18 "
31622,38206,Financial,139.15,844144,FALSE," $53,16,638.79 "
31623,45894,Financial,201.38,949467,FALSE," $27,22,827.01 "
31624,32251,System Downtime,17.9,90418,TRUE," $5,59,354.28 "
31625,2493,Data Loss,190.38,203095,FALSE," $13,44,300.65 "
31626,5714,Data Loss,61.4,982380,TRUE," $64,23,800.75 "
31627,5300,Reputational,186.9,260072,FALSE," $4,59,417.31 "
31628,14765,Reputational,150.46,574521,FALSE," $25,54,361.45 "
31629,45165,Data Loss,69.81,222121,FALSE," $13,22,111.62 "
31630,27338,System Downtime,233.74,587909,FALSE," $10,95,960.46 "
31631,8469,System Downtime,16.49,728673,FALSE," $19,12,021.24 "
31632,3819,Reputational,82.1,849507,TRUE," $35,08,272.45 "
31633,48424,System Downtime,77.32,309830,FALSE," $8,79,339.32 "
31634,12502,System Downtime,133.63,87446,FALSE," $2,03,560.81 "
31635,32989,Data Loss,115.99,797410,FALSE," $8,89,682.46 "
31636,41355,Financial,69.67,283072,TRUE," $6,42,267.87 "
31637,849,Financial,230.34,301953,TRUE," $10,63,626.39 "
31638,21,Data Loss,32.17,95505,FALSE," $3,26,457.66 "
31639,3573,System Downtime,6.58,802424,FALSE," $53,14,709.03 "
31640,7520,Data Loss,47.31,989335,FALSE," $28,39,614.57 "
31641,40719,Financial,23.06,399057,FALSE," $26,51,618.91 "
31642,13768,Data Loss,119.64,993247,TRUE," $32,82,776.63 "
31643,41377,System Downtime,59.21,975802,FALSE," $19,94,453.68 "
31644,3179,Reputational,104.93,146741,TRUE," $11,10,425.43 "
31645,31836,Reputational,156.72,915026,FALSE," $21,26,502.81 "
31646,41020,Reputational,125.92,753023,FALSE," $27,76,605.54 "
31647,20896,System Downtime,2.04,871750,TRUE," $47,18,236.37 "
31648,20418,Financial,72.6,653355,FALSE," $31,74,629.95 "
31649,21722,System Downtime,24.3,370062,FALSE," $27,53,946.70 "
31650,14308,Reputational,43.84,880414,FALSE," $45,73,675.85 "
31651,23787,Financial,23.88,455447,FALSE," $29,90,567.59 "
31652,2249,System Downtime,74.05,452590,FALSE," $3,02,390.29 "
31653,44297,Reputational,202.68,272671,FALSE," $20,90,575.72 "
31654,34209,System Downtime,89.32,778776,FALSE," $17,05,684.43 "
31655,43351,Financial,50.19,243163,FALSE," $18,19,600.20 "
31656,47093,System Downtime,64.58,791923,FALSE," $8,19,166.15 "
31657,27980,Reputational,146.96,797861,FALSE," $54,32,635.66 "
31658,6526,System Downtime,86.26,655704,TRUE," $47,31,161.83 "
31659,46361,Data Loss,234.4,10569,TRUE," $2,75,336.47 "
31660,21721,Data Loss,22.64,736714,FALSE," $52,04,562.49 "
31661,7091,System Downtime,13.35,565228,TRUE," $5,60,319.48 "
31662,31597,Reputational,62.06,105296,FALSE," $6,03,695.58 "
31663,29418,System Downtime,94.59,171902,FALSE," $3,59,053.82 "
31664,20106,Data Loss,61.35,141676,FALSE," $10,98,633.40 "
31665,2804,Financial,25.41,917905,TRUE," $37,41,318.15 "
31666,39885,System Downtime,117.32,189100,FALSE," $13,77,559.87 "
31667,4816,Financial,180.01,947322,FALSE," $59,02,404.85 "
31668,34914,Financial,130.91,897220,FALSE," $54,99,146.86 "
31669,33409,Data Loss,185.2,420359,FALSE," $17,78,228.61 "
31670,32289,Data Loss,200.42,951881,FALSE," $48,87,043.33 "
31671,5286,Financial,214.17,907480,TRUE," $63,97,785.50 "
31672,34211,System Downtime,85.95,308336,TRUE," $18,02,770.82 "
31673,47495,Reputational,158.55,566710,FALSE," $29,26,206.47 "
31674,35949,Financial,187.08,614620,TRUE," $22,97,804.37 "
31675,19158,Reputational,193.37,116872,FALSE," $8,34,964.31 "
31676,30324,System Downtime,223.24,534713,FALSE," $33,34,268.12 "
31677,33391,Reputational,233.39,309278,TRUE," $18,79,752.28 "
31678,43388,Reputational,55.61,553734,FALSE," $31,39,460.53 "
31679,9606,Reputational,202.84,952045,FALSE," $14,05,759.13 "
31680,48568,System Downtime,103.16,326353,FALSE," $17,70,337.68 "
31681,48763,Reputational,230.49,88647,TRUE," $4,63,267.97 "
31682,34004,Reputational,71.65,946900,TRUE," $69,07,389.92 "
31683,25123,Financial,150.29,724129,FALSE," $34,56,637.22 "
31684,3209,Financial,212.02,159049,FALSE," $9,64,829.64 "
31685,20711,Data Loss,121.5,982655,FALSE," $39,38,813.96 "
31686,11690,System Downtime,176.73,754802,TRUE," $20,63,374.43 "
31687,24251,Data Loss,124.58,909594,TRUE," $7,32,472.34 "
31688,9813,Financial,84.49,649614,FALSE," $27,06,675.41 "
31689,27373,Reputational,36.38,713227,TRUE," $24,00,765.16 "
31690,29535,Reputational,41.3,71676,FALSE," $3,47,364.88 "
31691,46738,Reputational,145.06,436601,FALSE," $10,93,926.19 "
31692,12818,Financial,125.46,144135,TRUE," $2,38,157.41 "
31693,35180,Financial,159.79,311367,FALSE," $12,46,999.99 "
31694,49881,Reputational,10.3,998006,FALSE," $48,63,928.23 "
31695,13807,System Downtime,141.16,546153,FALSE," $16,31,781.02 "
31696,1830,Reputational,227.44,579208,FALSE," $13,77,215.22 "
31697,11607,System Downtime,97.56,416175,TRUE," $15,32,219.03 "
31698,1705,Financial,100.02,984460,TRUE," $46,29,029.88 "
31699,10072,Reputational,61.88,215933,TRUE," $15,96,438.88 "
31700,40623,Financial,79.07,597553,FALSE," $29,72,585.41 "
31701,18408,Reputational,73.81,9609,FALSE," $1,41,197.01 "
31702,93,Reputational,114.23,174484,FALSE," $2,22,278.40 "
31703,22092,Financial,158.05,655625,FALSE," $44,52,222.34 "
31704,30934,Reputational,76.99,229782,FALSE," $10,72,063.13 "
31705,25143,Financial,57.73,792996,FALSE," $44,23,280.00 "
31706,19853,Data Loss,232.41,714205,FALSE," $46,67,888.32 "
31707,24370,Reputational,21.85,18111,FALSE," $1,47,603.25 "
31708,25446,System Downtime,121.35,552998,FALSE," $37,82,012.18 "
31709,21072,Data Loss,217.73,27319,TRUE," $5,90,152.86 "
31710,10989,Data Loss,26.07,460143,FALSE," $11,25,364.78 "
31711,39614,System Downtime,164.56,156338,FALSE," $7,86,693.30 "
31712,48168,Reputational,111.89,287758,TRUE," $21,25,454.96 "
31713,30984,Reputational,67.91,347800,FALSE," $6,57,512.53 "
31714,34074,Reputational,166.32,417369,FALSE," $3,13,902.76 "
31715,35668,Financial,119.15,548918,FALSE," $32,85,440.13 "
31716,31759,Financial,65.31,892750,TRUE," $21,31,900.06 "
31717,17093,System Downtime,58.85,197215,FALSE," $12,04,588.27 "
31718,22139,Data Loss,137.92,60413,FALSE," $3,82,787.51 "
31719,47796,System Downtime,138.85,746372,FALSE," $4,87,560.92 "
31720,6936,Financial,236.91,802395,FALSE," $10,04,803.59 "
31721,24604,Reputational,171.12,668842,FALSE," $40,92,459.26 "
31722,26148,Financial,43.18,631854,FALSE," $40,35,929.58 "
31723,4453,Data Loss,213.24,175317,FALSE," $9,14,433.22 "
31724,31568,Financial,161.8,59798,FALSE," $2,10,047.75 "
31725,11541,Financial,102.35,171971,FALSE," $12,32,461.21 "
31726,46155,Data Loss,107.56,162963,FALSE," $12,84,534.83 "
31727,1,Reputational,62.4,639365,FALSE," $13,21,261.11 "
31728,41978,Data Loss,222.68,413851,FALSE," $4,80,269.76 "
31729,9442,System Downtime,69.78,533426,TRUE," $35,73,711.93 "
31730,24383,Reputational,170.51,810785,TRUE," $26,53,658.70 "
31731,28451,Financial,233.88,840522,TRUE," $15,33,474.61 "
31732,32390,Reputational,94.04,557721,FALSE," $17,25,314.78 "
31733,17756,System Downtime,161.58,321281,FALSE," $5,21,069.97 "
31734,8775,Reputational,163.06,327140,FALSE," $16,72,285.57 "
31735,4496,System Downtime,65.45,405985,FALSE," $17,28,159.62 "
31736,986,System Downtime,97.79,725822,TRUE," $5,46,414.13 "
31737,13674,System Downtime,127.21,381678,FALSE," $10,02,025.51 "
31738,33445,System Downtime,149,159541,FALSE," $6,50,614.82 "
31739,8740,Financial,89.6,960703,FALSE," $35,68,946.79 "
31740,10868,System Downtime,37.55,760270,FALSE," $19,50,309.73 "
31741,48233,Data Loss,222.1,909358,FALSE," $27,70,106.37 "
31742,4133,Financial,121.22,928943,TRUE," $32,48,839.78 "
31743,738,Financial,83.02,673503,FALSE," $12,85,334.86 "
31744,32026,System Downtime,69,882250,FALSE," $18,22,574.48 "
31745,17856,Financial,231.95,111630,FALSE," $3,64,746.62 "
31746,29997,Data Loss,212.38,894823,FALSE," $17,90,244.85 "
31747,4973,Financial,99.55,79682,FALSE," $7,56,020.64 "
31748,11885,Reputational,112.67,978221,FALSE," $65,52,802.62 "
31749,29369,Financial,180.4,306375,FALSE," $24,42,485.89 "
31750,23707,Data Loss,225.94,228907,TRUE," $3,41,528.07 "
31751,21069,System Downtime,196.62,651116,FALSE," $25,44,196.86 "
31752,13822,Reputational,82.09,364756,FALSE," $15,54,509.97 "
31753,22461,Reputational,168.77,634615,FALSE," $10,57,288.94 "
31754,35517,System Downtime,146.76,207993,TRUE," $8,90,477.97 "
31755,39100,System Downtime,209.08,731305,FALSE," $19,29,144.51 "
31756,39643,Reputational,207.93,778505,FALSE," $24,13,109.71 "
31757,31393,System Downtime,106.52,244334,TRUE," $6,42,809.56 "
31758,16584,Reputational,236.39,527834,FALSE," $34,68,275.54 "
31759,7027,Financial,28.06,399791,FALSE," $22,64,070.16 "
31760,35837,Financial,111.66,889010,FALSE," $3,79,730.14 "
31761,46742,System Downtime,148.06,37549,FALSE," $3,30,967.50 "
31762,1310,Financial,110.7,123443,FALSE," $8,28,911.21 "
31763,10504,Data Loss,86.16,578709,FALSE," $27,14,350.00 "
31764,17397,Data Loss,58.08,370573,TRUE," $16,18,118.33 "
31765,11175,Reputational,206.6,941657,FALSE," $66,72,775.30 "
31766,4001,Reputational,210.16,208107,FALSE," $13,56,446.85 "
31767,978,Financial,209.8,415076,FALSE," $9,43,741.53 "
31768,41037,Reputational,174.14,2479,FALSE," $1,37,803.03 "
31769,40901,Data Loss,109.53,439739,FALSE," $15,03,094.42 "
31770,11702,System Downtime,233,935634,TRUE," $66,00,063.31 "
31771,34726,System Downtime,188.87,503349,FALSE," $18,30,935.44 "
31772,42018,Reputational,161.13,29057,TRUE," $2,56,868.42 "
31773,30328,Data Loss,122.94,944302,FALSE," $14,09,749.95 "
31774,24498,Data Loss,1.43,303654,FALSE," $14,37,262.91 "
31775,30862,Reputational,159.48,317460,FALSE," $6,64,190.51 "
31776,31787,Data Loss,215.59,382301,FALSE," $18,16,082.49 "
31777,40406,System Downtime,60.98,95967,TRUE," $6,34,497.87 "
31778,14765,Data Loss,190.59,896478,FALSE," $40,21,731.58 "
31779,12636,Data Loss,42.87,682419,TRUE," $41,96,427.00 "
31780,19867,Data Loss,170.38,40590,FALSE," $3,67,818.25 "
31781,30328,Data Loss,20.29,649098,FALSE," $48,12,395.92 "
31782,49161,Data Loss,49.92,724635,FALSE," $9,97,807.49 "
31783,15359,Data Loss,164.19,446468,FALSE," $13,87,578.64 "
31784,12719,System Downtime,189.72,902579,FALSE," $29,20,664.51 "
31785,45556,Data Loss,193.14,983661,FALSE," $69,13,747.37 "
31786,14114,Reputational,110.29,100340,FALSE," $8,76,204.88 "
31787,45363,Financial,50.9,181212,FALSE," $6,38,592.10 "
31788,15447,Financial,62.3,427755,TRUE," $10,41,859.43 "
31789,827,Financial,175.48,14259,FALSE," $4,34,474.50 "
31790,38012,Financial,33.08,715346,FALSE," $24,71,540.59 "
31791,25944,Financial,33.09,221903,FALSE," $8,84,006.30 "
31792,19842,Financial,207.84,120336,FALSE," $5,99,046.71 "
31793,24721,System Downtime,35.33,247888,FALSE," $5,94,667.88 "
31794,36177,System Downtime,53.14,226627,FALSE," $10,47,635.03 "
31795,16613,System Downtime,46.46,865743,TRUE," $46,46,003.97 "
31796,2727,Reputational,76.46,757082,FALSE," $7,32,720.98 "
31797,9070,System Downtime,43.11,855882,FALSE," $56,71,212.67 "
31798,2780,Financial,214.86,778533,FALSE," $61,57,145.26 "
31799,6957,Financial,183.2,192067,FALSE," $9,40,852.58 "
31800,987,Data Loss,125.58,202204,FALSE," $8,15,075.15 "
31801,13823,Reputational,166.23,316242,TRUE," $20,67,928.76 "
31802,10925,Financial,76.34,602851,FALSE," $42,62,399.56 "
31803,47222,Data Loss,70.67,642604,FALSE," $31,87,630.80 "
31804,28641,System Downtime,145.34,186153,FALSE," $6,84,475.65 "
31805,43361,Reputational,84.7,379096,FALSE," $9,07,274.76 "
31806,7086,Data Loss,21.04,156435,FALSE," $8,29,249.38 "
31807,42561,Reputational,39.26,690293,TRUE," $16,93,970.45 "
31808,48327,System Downtime,76.02,955383,FALSE," $18,89,723.34 "
31809,48241,Financial,44.93,392814,FALSE," $22,29,957.77 "
31810,7940,Data Loss,27.54,568470,FALSE," $38,54,120.39 "
31811,27330,Data Loss,152.11,159467,FALSE," $10,34,063.51 "
31812,675,Financial,4.53,842123,FALSE," $11,43,458.19 "
31813,7476,Data Loss,120.33,452460,FALSE," $9,34,425.04 "
31814,38312,Data Loss,63.72,682962,FALSE," $8,28,291.01 "
31815,18626,System Downtime,160.19,921148,TRUE," $60,09,740.55 "
31816,11335,Data Loss,194.49,837523,TRUE," $6,66,615.03 "
31817,13512,System Downtime,9.48,361831,TRUE," $27,10,715.35 "
31818,41087,System Downtime,97.81,778242,TRUE," $21,11,226.53 "
31819,8152,System Downtime,184.72,1782,FALSE," $1,59,372.39 "
31820,37187,Financial,129.56,664459,TRUE," $6,90,086.13 "
31821,27279,Data Loss,90.02,599395,FALSE," $14,59,633.01 "
31822,44970,System Downtime,168.83,834270,TRUE," $16,04,589.48 "
31823,47470,Reputational,205.49,839825,FALSE," $15,46,306.68 "
